"Country","Score","GDP_per_capita","Healthy_life_expectancy","Freedom","Generosity","Perceptions_of_corruption","year"
"Mauritius",5.888,1.12,0.798,0.498,0.215,"0.06",2019
"Japan",5.886,1.327,1.088,0.445,0.069,"0.14",2019
"Honduras",5.86,0.642,0.828,0.507,0.246,"0.078",2019
"Kazakhstan",5.809,1.173,0.729,0.41,0.146,"0.096",2019
"Bolivia",5.779,0.776,0.706,0.511,0.137,"0.064",2019
"Hungary",5.758,1.201,0.828,0.199,0.081,"0.02",2019
"Paraguay",5.743,0.855,0.777,0.514,0.184,"0.08",2019
"Northern Cyprus",5.718,1.263,1.042,0.417,0.191,"0.162",2019
"Peru",5.697,0.96,0.854,0.455,0.083,"0.027",2019
"Portugal",5.693,1.221,0.999,0.508,0.047,"0.025",2019
"Pakistan",5.653,0.677,0.535,0.313,0.22,"0.098",2019
"Russia",5.648,1.183,0.726,0.334,0.082,"0.031",2019
"Philippines",5.631,0.807,0.657,0.558,0.117,"0.107",2019
"Serbia",5.603,1.004,0.854,0.282,0.137,"0.039",2019
"Moldova",5.529,0.685,0.739,0.245,0.181,"0",2019
"Libya",5.525,1.044,0.673,0.416,0.133,"0.152",2019
"Montenegro",5.523,1.051,0.871,0.197,0.142,"0.08",2019
"Tajikistan",5.467,0.493,0.718,0.389,0.23,"0.144",2019
"Croatia",5.432,1.155,0.914,0.296,0.119,"0.022",2019
"Hong Kong",5.43,1.438,1.122,0.44,0.258,"0.287",2019
"Dominican Republic",5.425,1.015,0.779,0.497,0.113,"0.101",2019
"Bosnia and Herzegovina",5.386,0.945,0.845,0.212,0.263,"0.006",2019
"Turkey",5.373,1.183,0.808,0.195,0.083,"0.106",2019
"Malaysia",5.339,1.221,0.828,0.508,0.26,"0.024",2019
"Belarus",5.323,1.067,0.789,0.235,0.094,"0.142",2019
"Greece",5.287,1.181,0.999,0.067,0,"0.034",2019
"Mongolia",5.285,0.948,0.667,0.317,0.235,"0.038",2019
"North Macedonia",5.274,0.983,0.838,0.345,0.185,"0.034",2019
"Nigeria",5.265,0.696,0.245,0.426,0.215,"0.041",2019
"Kyrgyzstan",5.261,0.551,0.723,0.508,0.3,"0.023",2019
"Turkmenistan",5.247,1.052,0.657,0.394,0.244,"0.028",2019
"Algeria",5.211,1.002,0.785,0.086,0.073,"0.114",2019
"Morocco",5.208,0.801,0.782,0.418,0.036,"0.076",2019
"Azerbaijan",5.208,1.043,0.769,0.351,0.035,"0.182",2019
"Lebanon",5.197,0.987,0.815,0.216,0.166,"0.027",2019
"Indonesia",5.192,0.931,0.66,0.491,0.498,"0.028",2019
"China",5.191,1.029,0.893,0.521,0.058,"0.1",2019
"Vietnam",5.175,0.741,0.851,0.543,0.147,"0.073",2019
"Bhutan",5.082,0.813,0.604,0.457,0.37,"0.167",2019
"Cameroon",5.044,0.549,0.331,0.381,0.187,"0.037",2019
"Bulgaria",5.011,1.092,0.815,0.311,0.081,"0.004",2019
"Ghana",4.996,0.611,0.486,0.381,0.245,"0.04",2019
"Ivory Coast",4.944,0.569,0.232,0.352,0.154,"0.09",2019
"Nepal",4.913,0.446,0.677,0.439,0.285,"0.089",2019
"Jordan",4.906,0.837,0.815,0.383,0.11,"0.13",2019
"Benin",4.883,0.393,0.397,0.349,0.175,"0.082",2019
"Congo (Brazzaville)",4.812,0.673,0.508,0.372,0.105,"0.093",2019
"Gabon",4.799,1.057,0.571,0.295,0.043,"0.055",2019
"Laos",4.796,0.764,0.551,0.547,0.266,"0.164",2019
"South Africa",4.722,0.96,0.469,0.389,0.13,"0.055",2019
"Albania",4.719,0.947,0.874,0.383,0.178,"0.027",2019
"Venezuela",4.707,0.96,0.805,0.154,0.064,"0.047",2019
"Cambodia",4.7,0.574,0.637,0.609,0.232,"0.062",2019
"Palestinian Territories",4.696,0.657,0.672,0.225,0.103,"0.066",2019
"Senegal",4.681,0.45,0.571,0.292,0.153,"0.072",2019
"Somalia",4.668,0,0.268,0.559,0.243,"0.27",2019
"Namibia",4.639,0.879,0.477,0.401,0.07,"0.056",2019
"Niger",4.628,0.138,0.366,0.318,0.188,"0.102",2019
"Burkina Faso",4.587,0.331,0.38,0.255,0.177,"0.113",2019
"Armenia",4.559,0.85,0.815,0.283,0.095,"0.064",2019
"Iran",4.548,1.1,0.785,0.305,0.27,"0.125",2019
"Guinea",4.534,0.38,0.375,0.332,0.207,"0.086",2019
"Georgia",4.519,0.886,0.752,0.346,0.043,"0.164",2019
"Gambia",4.516,0.308,0.428,0.382,0.269,"0.167",2019
"Kenya",4.509,0.512,0.581,0.431,0.372,"0.053",2019
"Mauritania",4.49,0.57,0.489,0.066,0.106,"0.088",2019
"Mozambique",4.466,0.204,0.39,0.494,0.197,"0.138",2019
"Tunisia",4.461,0.921,0.815,0.167,0.059,"0.055",2019
"Bangladesh",4.456,0.562,0.723,0.527,0.166,"0.143",2019
"Iraq",4.437,1.043,0.574,0.241,0.148,"0.089",2019
"Congo (Kinshasa)",4.418,0.094,0.357,0.269,0.212,"0.053",2019
"Mali",4.39,0.385,0.308,0.327,0.153,"0.052",2019
"Sierra Leone",4.374,0.268,0.242,0.309,0.252,"0.045",2019
"Sri Lanka",4.366,0.949,0.831,0.47,0.244,"0.047",2019
"Myanmar",4.36,0.71,0.555,0.525,0.566,"0.172",2019
"Chad",4.35,0.35,0.192,0.174,0.198,"0.078",2019
"Ukraine",4.332,0.82,0.739,0.178,0.187,"0.01",2019
"Ethiopia",4.286,0.336,0.532,0.344,0.209,"0.1",2019
"Swaziland",4.212,0.811,0,0.313,0.074,"0.135",2019
"Uganda",4.189,0.332,0.443,0.356,0.252,"0.06",2019
"Egypt",4.166,0.913,0.644,0.241,0.076,"0.067",2019
"Zambia",4.107,0.578,0.426,0.431,0.247,"0.087",2019
"Togo",4.085,0.275,0.41,0.293,0.177,"0.085",2019
"India",4.015,0.755,0.588,0.498,0.2,"0.085",2019
"Liberia",3.975,0.073,0.443,0.37,0.233,"0.033",2019
"Comoros",3.973,0.274,0.505,0.142,0.275,"0.078",2019
"Madagascar",3.933,0.274,0.555,0.148,0.169,"0.041",2019
"Lesotho",3.802,0.489,0.168,0.359,0.107,"0.093",2019
"Burundi",3.775,0.046,0.38,0.22,0.176,"0.18",2019
"Zimbabwe",3.663,0.366,0.433,0.361,0.151,"0.089",2019
"Haiti",3.597,0.323,0.449,0.026,0.419,"0.11",2019
"Botswana",3.488,1.041,0.538,0.455,0.025,"0.1",2019
"Syria",3.462,0.619,0.44,0.013,0.331,"0.141",2019
"Malawi",3.41,0.191,0.495,0.443,0.218,"0.089",2019
"Yemen",3.38,0.287,0.463,0.143,0.108,"0.077",2019
"Rwanda",3.334,0.359,0.614,0.555,0.217,"0.411",2019
"Tanzania",3.231,0.476,0.499,0.417,0.276,"0.147",2019
"Afghanistan",3.203,0.35,0.361,0,0.158,"0.025",2019
"Central African Republic",3.083,0.026,0.105,0.225,0.235,"0.035",2019
"South Sudan",2.853,0.306,0.295,0.01,0.202,"0.091",2019
